Frame#,Time (sec),r hfm (mm),r lm (mm),r le (mm),r gt (mm),r wrist (mm),r elbo(mm),r shoulder,l hfm (mm),l lm (mm),l le (mm),l gt (mm),l wrist (mm),l elbow (mm),l shoulder,r asis (mm),l asis (mm),forehead (mm),r foot,r shank,r thigh,l foot,l shank,l thigh ,r forearm,r upperarm,l forearm,l upperarm,pelvis,trunk,head&neck,r foot,r shank,r thigh,l foot,l shank,l thigh,r Forearm,r Upperarm,l Forearm,l Upperarm,pelvis,trunk,head&neck,Whole Body COM (mm)
118,1.97060,96.39498,77.05835,494.45574,851.75803,795.11712,1041.75357,1367.91911,42.33691,98.05945,457.91615,856.59110,807.97859,1035.43585,1370.38035,910.26071,906.89332,1556.65355,122.57988,419.44891,411.77734,123.75866,412.78251,399.66558,252.80815,339.72323,250.19546,335.23172,102.10999,461.10466,291.80743,189.07498,84.31997,60.18552,150.99156,59.46259,85.95394,102.69623,73.74906,114.62469,87.61667,32.18950,87.23628,51.06168,
119,1.98730,97.02558,74.57120,493.43959,851.59204,792.90814,1039.59445,1365.86967,42.32443,102.35936,456.28779,854.95250,805.22926,1033.77389,1369.49470,908.40445,905.18421,1555.46351,123.39802,421.40299,410.78707,124.54855,411.66556,399.80497,253.07387,339.79922,250.05326,335.92703,101.49287,461.45453,291.96110,190.48300,83.70189,60.66868,148.30738,57.83800,85.66058,102.91028,73.77121,113.94674,87.98089,31.82232,87.14893,51.04965,
120,2.00400,94.84919,74.09446,492.41685,850.96122,790.88598,1037.90810,1363.82976,42.32139,107.76510,455.02012,853.42393,802.52188,1032.61691,1368.72444,907.58936,904.20018,1554.38561,119.74300,420.90103,409.34972,125.63125,410.76002,399.69179,253.64621,339.57408,250.22357,336.22800,101.45031,460.99072,292.44305,189.98004,83.64368,61.14228,145.32876,56.16464,85.38799,103.13306,73.68844,113.14715,88.45471,31.95705,87.04478,51.08554,
121,2.02070,90.43768,70.56033,491.23451,849.80470,789.33336,1036.88851,1362.24839,42.35800,113.79695,454.15111,852.38571,800.19800,1032.24402,1368.22823,906.94729,903.53575,1554.14006,121.25624,422.43629,407.65703,126.96800,410.19146,399.66188,254.20864,338.98739,250.49231,336.04005,101.73958,460.64445,292.73023,189.43377,84.75392,61.58471,142.03647,54.42941,85.14529,103.14766,73.68924,112.13449,88.94396,32.15039,86.95009,51.23729,
122,2.03740,83.39897,67.33430,489.65698,849.01059,788.24663,1035.49749,1361.47332,42.44823,120.47220,453.40864,852.10861,798.36565,1032.24986,1368.25339,905.87199,902.53003,1554.17855,120.07616,423.33332,406.83244,127.99110,409.71342,400.23623,253.91052,339.53208,250.51289,336.01586,101.37891,461.34102,292.73797,187.68751,86.02898,62.03455,138.31526,52.67405,84.96727,103.16153,73.74533,111.00238,89.49749,31.94174,86.88051,51.34097,
123,2.05410,74.46119,67.15263,488.82369,848.84361,787.72748,1034.02854,1361.45399,42.57794,127.57536,452.94746,852.33382,796.78338,1032.46296,1368.60462,905.92616,901.74739,1553.70000,119.99088,421.97937,406.22122,128.66631,409.29198,400.98281,252.94282,340.84037,250.54637,336.14353,100.77781,461.90992,292.66620,183.49156,87.79828,62.39959,134.02617,50.94151,84.87457,103.16896,73.86203,109.84598,89.79709,31.89132,86.79504,51.29358,
124,2.07080,69.61338,66.05548,489.93803,850.03517,787.87475,1034.66871,1361.85601,42.83548,135.10121,452.85159,852.39281,795.62377,1033.41452,1369.49967,907.73469,901.54194,1556.07441,120.97182,423.90384,404.97797,130.25950,408.25558,401.09333,253.27608,340.42773,250.88765,336.13160,99.75160,461.78971,292.85828,181.68515,89.41404,62.76189,128.81992,49.08023,84.94683,103.00059,73.95818,108.60399,89.03592,32.37863,86.72243,51.63286,
125,2.08750,64.47556,66.22164,492.05070,853.23522,788.36611,1035.80702,1362.84363,43.55617,144.33273,452.89346,852.52865,795.25434,1035.03957,1371.08130,910.78490,903.12440,1558.41737,121.28001,425.87782,404.33669,133.02509,407.91806,400.99261,253.79163,340.11882,251.10940,336.20929,102.09833,460.73758,293.19396,179.17519,89.12150,63.27971,123.44945,46.99453,85.27321,102.85460,74.04759,107.28193,88.17958,31.97524,86.76353,51.91333,
126,2.10420,58.89986,65.90931,492.40220,857.26544,789.61370,1036.88704,1364.56115,44.63638,154.55803,452.82892,853.90795,795.89583,1037.20570,1373.04725,914.16561,904.44689,1560.08383,121.29847,426.83478,406.21198,136.20328,407.61152,402.04563,253.45531,340.36964,250.90654,336.22684,102.78690,460.21295,293.03208,176.68764,87.69524,63.91534,117.64507,44.85611,86.01500,102.69055,74.29227,105.90737,87.24550,31.50477,86.79450,52.00536,
127,2.12090,52.79628,64.68720,490.36487,859.30606,791.71097,1039.11440,1366.71833,46.26769,165.29946,452.29234,856.26654,797.06960,1039.89951,1375.08403,917.39448,905.24260,1561.13665,121.00928,426.58643,407.69415,139.62431,405.30105,404.46126,253.41745,339.74685,250.87369,335.89667,102.40216,460.26650,292.61980,174.36149,86.24826,64.80761,110.69648,42.79924,87.17657,102.51737,74.62564,104.55793,86.25722,31.51380,86.86504,51.94123,
128,2.13760,47.04689,63.52982,487.56953,860.68307,793.55249,1041.57471,1368.91849,48.94577,176.88919,450.89672,858.13141,798.25238,1042.42999,1376.93272,918.05803,906.46030,1562.06291,120.99440,425.74892,409.16618,143.31875,402.78118,407.35880,254.02217,338.86793,250.91146,335.64418,102.16997,461.41785,292.22042,172.17133,84.85325,65.75899,103.72316,40.70685,88.57420,102.48773,75.00498,103.31403,85.26231,31.14688,86.71845,51.85598,
129,2.15430,43.42373,62.68951,485.21183,862.02767,794.70788,1042.04118,1370.62374,53.28728,188.17910,448.82479,858.96104,799.38243,1044.06890,1378.22228,918.65391,907.78838,1562.36779,120.98008,425.13915,409.53176,147.47685,399.83667,410.13910,253.57131,339.47732,250.47739,335.84160,101.89051,462.04520,292.10612,170.83796,83.62878,66.93405,97.26341,38.55663,89.77509,102.74519,75.43531,102.35440,84.24173,31.15964,86.52651,51.70951,
130,2.17100,42.03668,62.10998,483.69149,863.10141,795.36709,1042.71900,1371.68042,59.66735,199.58418,446.65814,858.84519,799.84289,1044.64264,1378.79688,919.00122,907.87575,1562.01769,120.39280,425.26206,408.62745,152.28389,395.88594,412.47014,253.97053,339.29083,250.01040,336.50018,101.50729,462.73009,292.45284,170.40340,82.44570,68.19309,91.18255,36.36158,87.86569,103.11921,75.81601,101.72837,83.21972,31.11791,86.35576,51.49046,
131,2.18770,41.42803,62.04226,482.60596,863.20841,795.70337,1042.99530,1372.18073,71.90957,211.91943,445.19605,858.12356,799.44974,1044.64387,1378.89191,918.68081,907.05737,1561.86239,120.24256,425.71875,406.82137,151.73264,393.15965,414.05237,254.36672,338.94654,249.83439,337.15652,101.00427,463.64132,292.82977,170.12980,81.06400,69.30848,93.14350,34.33522,85.76453,103.55483,76.20630,101.07028,82.45805,31.11653,86.27413,51.30629,
132,2.20440,41.08218,62.12469,481.40353,863.13245,795.81637,1042.50028,1372.21525,84.91124,223.41553,444.60256,857.37878,798.83467,1044.63015,1378.69985,918.29514,907.05949,1562.10895,120.60671,426.21999,406.24332,148.80279,392.08643,415.31103,254.29243,338.94783,249.82870,337.38025,101.93353,463.75638,293.55855,169.95336,79.63521,69.98477,95.96248,32.67314,83.65564,104.06093,76.58621,100.31961,81.95626,30.94489,86.27068,51.18897,
133,2.22110,40.86785,62.20500,479.95188,865.30890,795.91711,1042.20505,1372.23100,97.82236,232.91197,444.67616,857.20075,798.42862,1045.78852,1378.85395,920.22567,908.42864,1562.93395,120.82775,426.47473,407.21999,147.23044,389.76648,416.98412,254.39010,338.70901,250.81125,336.66138,101.95668,462.15019,294.22679,169.83003,78.37834,71.13084,98.23948,31.06367,81.60235,104.50910,76.98853,99.52650,81.60767,31.36428,86.34382,51.11043,
134,2.23780,40.53392,62.31085,478.21232,866.43928,796.56033,1042.63835,1372.64461,109.09014,243.53694,446.78395,858.04863,798.98127,1047.58974,1379.75165,923.10433,910.23050,1563.87437,121.09357,426.41309,407.19233,141.08562,389.12664,418.10854,254.57384,338.05683,251.47410,335.88669,101.87295,460.41649,294.35584,169.64116,77.24165,72.43489,99.15031,30.65042,79.60871,104.85367,77.46081,98.66849,81.44874,32.28744,86.43416,50.92295,
135,2.25450,40.15304,62.44915,476.28469,865.65068,797.96680,1043.10393,1373.41371,116.10388,248.38448,450.98216,860.04054,800.67075,1048.74646,1381.11393,924.06702,912.45727,1564.43297,121.34337,426.14886,405.74263,136.22022,389.40453,418.65405,254.10948,337.70951,250.77934,336.54856,102.10540,459.84781,294.33195,169.41346,76.18323,73.65631,98.14884,30.90535,77.69911,105.28066,77.97361,98.43143,80.94866,32.86599,86.51249,50.59761,
136,2.27120,39.93828,62.54301,474.55899,865.62714,799.93580,1043.60321,1374.48462,121.12224,250.95229,455.91907,862.83811,802.84747,1050.29358,1382.75488,925.23744,915.75475,1564.75717,121.55402,426.14057,404.92637,125.62215,391.91066,419.56228,253.26568,337.69041,250.10019,337.23264,102.45462,458.94169,293.97124,169.28402,75.19726,74.95713,97.50823,32.43952,75.88866,105.83401,78.46452,98.36513,80.34005,33.30474,86.56733,50.21540,
137,2.28790,39.83656,63.00685,472.76213,866.94102,802.02501,1044.74865,1375.68327,119.36446,245.67038,461.06892,865.67482,805.06896,1052.34888,1384.45405,925.73992,919.28529,1564.49507,121.53548,425.60399,405.46971,120.99959,393.72114,420.60457,253.01484,337.24756,249.86712,337.44586,101.84350,458.33401,293.74866,169.01092,74.30521,76.43713,94.44226,34.15378,74.13675,106.40716,78.88630,98.26287,79.78241,33.49127,86.65000,49.74457,
138,2.30460,39.67140,64.40428,471.04296,865.54886,803.99264,1046.05697,1376.75172,117.25237,240.00237,465.93181,867.83624,807.06300,1054.19895,1386.11370,925.24099,921.90983,1563.71815,120.70976,423.91858,403.53990,110.03728,397.69688,421.70161,253.09326,336.45775,249.66743,337.72493,101.75722,458.59312,293.85430,168.17815,73.57499,77.84350,90.65725,36.87070,72.36475,106.98619,79.36985,98.17665,79.34643,33.98265,86.74260,49.16684,
139,2.32130,39.55521,63.88573,469.70167,864.58753,805.69568,1046.91414,1377.74414,113.19742,227.28266,470.52100,869.67713,809.29196,1055.82616,1387.33030,924.54153,923.96096,1562.57579,121.66441,425.07853,402.16619,101.05198,400.81896,423.17404,253.02412,335.89987,248.97282,337.59626,102.31872,459.00135,293.93305,168.46567,72.67591,79.07113,94.38212,39.79436,70.59443,107.58073,80.02229,98.03644,79.08845,33.93011,86.78946,48.49670,
140,2.33800,39.37022,64.60121,468.51609,863.62740,806.95255,1047.49855,1378.73394,106.50166,213.95548,475.10494,871.09435,808.58496,1056.71070,1387.69987,924.39038,925.70983,1561.12220,120.67819,424.58248,401.50190,94.26893,403.27573,424.93557,253.12876,335.57024,250.56125,337.22330,105.31501,458.87052,294.48058,167.93331,72.04004,79.75338,99.57569,43.11334,68.72105,108.15070,80.77015,98.00581,78.95563,33.21039,86.81516,47.84334,
141,2.35470,39.15973,66.10617,467.42143,861.84050,808.11629,1047.88025,1379.41541,98.17368,199.45996,479.62061,870.71810,809.21612,1057.22248,1387.67508,924.42854,926.55229,1559.37736,121.94128,424.09329,399.48716,88.85399,404.77301,426.09208,253.23032,335.19754,250.57330,336.70890,108.49101,458.75175,295.73051,167.23512,71.12702,80.85325,103.97580,46.82551,66.60813,108.77855,81.51199,98.21882,78.92750,33.07300,86.83015,47.19832,
142,2.37140,39.41751,67.20055,465.96596,863.02384,809.36477,1048.07778,1379.38965,89.24574,184.40110,484.02841,871.28716,809.69747,1057.48013,1387.34270,923.83505,926.67009,1557.05709,122.15408,423.29860,400.77038,84.39318,405.36833,426.33963,253.22368,334.38986,250.50443,336.11644,107.75635,458.80624,295.68710,166.85515,70.38837,82.18460,107.97503,50.87542,65.26765,109.49975,82.20936,98.46433,78.91988,32.62171,86.84005,46.54116,
143,2.38810,39.60161,69.13275,464.39207,860.93575,810.25809,1047.83004,1379.04463,79.96062,169.52403,488.25018,872.00681,809.41965,1056.57526,1386.16262,922.36842,926.76721,1554.77715,121.93398,421.48943,399.26070,81.88656,406.49244,426.87939,253.19407,333.76532,250.09821,335.84638,108.26902,458.71149,296.48708,165.98601,69.67101,83.30110,113.33792,55.02202,64.01620,110.24108,82.90121,98.80835,78.91085,32.44789,86.87851,46.02125,
144,2.40480,39.37875,68.47637,462.71867,860.68588,810.55654,1046.79496,1378.46059,70.62820,155.15247,491.48539,872.55861,808.61802,1055.08152,1384.78563,920.53880,926.62626,1552.63132,122.34108,422.65464,399.72927,77.33446,409.34632,428.05788,253.04897,333.75188,249.69328,335.95861,107.92397,458.69895,296.96982,166.24268,68.86291,84.60727,119.46573,59.71805,62.89496,111.01093,83.57950,99.23596,78.91672,31.85156,86.91856,45.55925,
145,2.42150,39.37394,69.81209,460.37267,861.68429,810.55915,1045.57014,1377.41330,61.96857,137.96466,493.75305,872.56162,807.49945,1053.68752,1383.75946,919.02704,925.90703,1549.73704,121.74452,420.93723,402.29019,70.78472,415.25544,428.67862,253.06002,333.54537,249.71736,336.33328,107.22379,458.78524,297.16269,165.52338,68.09108,85.99167,127.69525,64.80290,62.07971,111.77935,84.19810,99.65470,78.91685,31.07065,86.90137,45.02394,
146,2.43820,39.16629,70.41788,459.32609,859.05196,810.56116,1044.27500,1376.20007,55.02249,117.98382,495.47410,872.64724,806.01593,1052.33563,1382.15072,917.54757,924.70390,1546.37168,121.57369,421.55597,400.31856,67.59725,417.08587,428.57537,253.06590,333.32254,250.07319,336.09314,108.39639,458.72930,297.75595,165.10631,67.29366,86.87053,133.97555,69.93830,61.64192,112.56108,84.74059,99.94992,78.89806,30.65616,86.86945,44.51426,
147,2.45490,38.70595,70.29635,457.65612,857.05838,810.56168,1042.71803,1374.68209,50.16404,103.67280,495.99320,870.08828,804.45648,1050.81406,1379.83096,915.55147,923.04684,1543.07534,120.83993,422.34979,399.68596,67.59994,417.18851,427.15487,252.94568,333.11443,250.52468,335.32644,109.75872,458.63067,298.36718,164.84742,66.50487,87.82971,140.43672,74.88184,61.12988,113.40049,85.22590,100.47518,78.85745,30.50759,86.88372,44.09304,
148,2.47160,38.58838,74.81565,455.82676,855.03646,810.46680,1041.28383,1372.91290,47.32778,93.22515,495.40290,869.42076,802.92075,1048.96478,1377.34862,913.37702,921.26083,1539.88062,121.97544,419.10920,399.25435,68.27475,417.94959,427.34787,253.03939,332.56320,250.52473,334.70423,109.17484,458.48189,298.63292,162.72446,65.37245,89.13150,147.51184,79.83204,61.06157,114.20040,85.69348,100.86288,78.83748,30.30129,86.89073,43.72971,
149,2.48830,38.45849,75.23986,453.54537,853.18857,809.99482,1039.58111,1371.00627,46.66575,84.00411,493.85548,866.62615,801.30312,1046.75810,1374.89571,911.05303,919.25653,1536.67518,121.78148,420.13245,399.64750,70.28601,418.83462,426.54700,253.15009,332.17388,250.27874,334.46452,109.26053,458.48052,298.71906,162.42285,64.20809,89.72254,154.56697,84.62624,60.91027,114.92563,86.14120,101.27747,78.82769,30.37047,86.85792,43.39871,
150,2.50500,37.94748,76.77035,451.88203,851.54173,808.92036,1037.53649,1368.55817,48.43553,76.85415,491.34544,865.68209,799.21264,1044.07397,1372.50868,908.45387,916.45441,1533.15590,121.93357,421.02026,399.75947,73.83530,419.27156,427.31560,253.49135,331.63054,250.15949,334.81374,108.57783,458.79014,298.90680,161.43660,62.98580,88.70838,161.29174,89.12830,61.15789,115.60344,86.51637,101.82316,78.78753,29.72434,86.79886,43.07560,
151,2.52170,37.59478,79.94349,450.87527,849.87838,807.72270,1035.43452,1366.02909,52.42771,72.12113,488.31500,859.98006,796.80457,1041.23815,1369.89357,905.83695,913.29347,1529.50049,121.98851,421.29264,399.29129,80.00790,419.93852,424.08930,254.01343,331.11748,250.17364,334.99112,109.37041,459.15804,299.33934,159.68934,61.69004,87.81167,168.02433,86.78898,61.20126,116.31222,86.76828,102.30734,78.82873,29.96635,86.68756,42.76300,
152,2.53840,37.67207,83.45545,449.54116,848.04847,806.93158,1033.04357,1363.64440,58.45465,69.03117,484.86902,857.58891,794.36966,1038.26517,1367.93547,903.03019,910.29534,1525.94962,121.69638,421.24846,399.03798,86.13462,420.01821,421.77849,254.04742,331.07682,250.03681,335.82333,107.59482,459.97026,299.42273,157.90376,60.34053,87.03347,173.85361,83.33736,62.08224,117.13006,86.91602,102.73504,79.00496,30.02481,86.51920,42.37682,
153,2.55510,37.77551,86.91190,447.93320,845.91527,805.91685,1030.61486,1361.13736,65.35948,67.67821,481.24083,854.41910,791.94442,1035.59054,1367.82692,900.23181,907.38637,1522.46847,121.52559,421.92087,398.75156,91.74225,418.56960,423.05122,254.03973,330.97018,250.22770,338.12348,110.06813,461.62872,298.46191,156.15397,58.82523,86.42873,178.22306,80.66280,61.89008,117.81808,87.00828,103.18013,79.28235,29.16289,86.30140,41.82308,
154,2.57180,37.89909,89.45536,445.99364,843.57980,804.40148,1028.32149,1358.94110,70.38447,68.20464,478.04893,853.09216,789.57533,1033.09059,1363.56625,897.94357,904.63999,1519.44588,121.59468,424.59379,398.54561,101.91809,417.61902,421.36937,254.28682,331.06436,250.56892,336.23350,108.50762,461.04376,299.20646,154.91581,57.10276,86.01237,181.28650,78.99466,62.87240,118.29554,87.01850,103.63706,79.37107,29.20790,86.06296,41.76013,
155,2.58850,38.18422,95.64688,443.80653,841.86747,803.29569,1026.30686,1357.17720,71.94782,68.09593,475.82696,848.80350,786.82564,1030.30471,1360.88266,895.99182,902.16468,1517.01528,123.22916,425.12412,399.14968,108.73424,417.94995,420.58942,254.37186,331.34570,250.97564,336.12128,111.72922,461.17572,299.29255,152.20874,54.97369,85.75607,182.97954,78.47081,62.46511,118.75956,86.91926,104.04898,79.56954,28.74760,85.81346,41.60042,
156,2.60520,37.99709,101.69091,441.99075,839.43640,802.58053,1025.03017,1355.79312,70.65500,66.29516,474.78136,847.52633,783.93162,1027.28593,1358.81126,894.29582,900.23518,1514.86152,123.87572,426.67169,398.60442,116.55224,418.89697,419.04930,254.45877,331.28314,251.17242,336.85389,111.73532,461.40910,299.33680,149.06167,52.89166,85.61901,183.55689,79.10321,62.80253,119.05664,86.77746,104.34276,79.78505,28.77008,85.56867,41.43439,
157,2.62190,37.30116,108.53103,440.21509,837.55614,801.70070,1024.02625,1354.81899,64.82452,63.42322,474.76998,846.39035,781.53846,1024.58032,1356.80590,892.79904,898.91561,1513.08211,124.68786,428.39613,398.58849,122.34688,420.20875,417.87017,254.55850,331.38323,251.00947,337.31146,111.84930,461.50716,299.52705,145.16600,50.73016,85.45475,182.26840,80.77705,62.77980,119.15441,86.56786,104.48458,80.02749,28.79642,85.28869,41.32974,
158,2.63860,36.97291,116.83002,437.00259,835.74251,801.04353,1023.20823,1354.04654,54.96151,59.98133,475.23387,845.08645,779.69914,1022.38920,1354.86529,891.18124,898.12527,1511.72853,126.03276,429.21593,399.97803,125.02838,419.42993,416.78424,254.48702,331.55251,250.71246,337.25381,112.18729,461.59012,300.13825,140.68726,48.23430,85.47960,178.21298,83.06742,62.53970,119.19987,86.22744,104.54317,80.33390,28.90829,84.94508,41.26591,
159,2.65530,36.98574,126.58815,435.23296,833.59270,800.82800,1023.27589,1354.02139,42.01207,58.86094,476.01387,844.84931,778.20751,1020.54040,1353.54618,889.52167,898.40299,1510.78764,127.56409,430.84772,399.41274,125.04627,417.09461,415.94176,254.50489,331.60841,250.38031,337.40389,112.64074,461.92190,300.54696,135.38503,45.74936,85.82750,171.62410,85.44625,62.45928,119.07614,85.85459,104.57563,80.72831,29.07303,84.52299,41.10272,
160,2.67200,37.29962,137.62825,430.53342,831.65379,800.48982,1024.00846,1355.11595,36.28694,60.22951,477.40450,845.50174,776.82535,1019.12731,1353.42970,888.24580,900.33414,1510.55948,130.15768,430.44775,401.90373,123.75681,416.83708,414.66778,254.89154,332.14012,250.30918,338.23449,113.03655,462.46197,300.35752,129.57862,42.87453,86.41091,168.53266,87.72014,62.57652,118.73532,85.46972,104.54109,81.24440,29.52549,84.05381,40.79350,
161,2.68870,38.30374,149.90559,428.49229,830.16888,800.28703,1024.95620,1356.93117,35.33418,60.89409,478.50740,846.23704,775.92203,1018.71563,1354.03545,887.67942,903.64369,1510.90787,132.88165,432.76900,402.02500,125.53479,417.49291,413.72248,255.00128,333.22037,250.48033,338.61790,113.90124,462.67783,300.18098,122.88217,40.06538,87.60306,168.19702,89.88113,62.71866,118.23858,85.03377,104.24093,81.98612,30.29157,83.61964,40.45033,
162,2.70540,40.19392,162.21883,426.13391,829.42399,801.02144,1026.72413,1359.65040,34.78588,61.01523,478.42356,847.62696,776.32302,1019.16322,1355.19390,887.71905,907.43137,1511.30057,134.90586,433.46293,403.33585,129.07154,417.07049,414.62234,254.62407,334.41016,250.19721,338.70629,115.22368,463.04301,299.76204,115.24982,37.50173,89.12524,167.93049,87.40223,62.92258,117.58189,84.58945,103.93876,82.78278,30.82511,83.25347,40.00353,
163,2.72210,43.06965,173.11675,423.96591,829.53472,802.57716,1029.88468,1362.56191,34.29436,61.77795,477.93958,849.48358,777.86796,1020.59189,1356.77921,888.07499,910.74400,1511.65455,135.58207,433.53696,405.65746,127.36156,417.30811,415.52968,254.61208,334.43615,249.81777,338.32181,116.19265,463.74810,299.28328,106.43748,35.34831,88.79066,167.39398,85.19058,63.39067,116.78603,84.11022,103.69663,83.54972,31.02860,82.95857,39.52161,
164,2.73880,54.49184,185.20033,422.20840,829.80633,804.05594,1033.00771,1364.62294,34.13480,62.09403,477.25350,851.24517,779.46490,1022.26638,1358.30482,888.82972,912.91521,1512.15531,133.50011,433.34101,408.34730,124.69540,418.11652,415.55431,254.67535,333.69821,249.90627,337.79538,117.00731,464.30775,299.29985,101.74789,33.15249,86.51711,167.14976,83.43335,64.14747,115.98208,83.58403,103.70480,84.14284,31.04369,82.73520,39.17769,
165,2.75550,67.80577,199.51048,421.39965,830.99228,804.66539,1034.83476,1366.34047,34.04434,61.87102,476.10646,853.04428,780.89979,1023.18447,1359.72493,890.90916,914.35789,1512.87289,132.41775,429.19529,412.00437,126.21101,417.56392,415.49246,254.51724,333.97077,249.70071,338.04827,119.03572,464.29625,299.53299,95.95953,31.12645,83.78667,166.64090,81.41511,65.11380,115.27425,83.02354,104.00876,84.57547,30.60785,82.56058,38.93253,
166,2.77220,82.27306,212.50021,421.70753,833.98262,804.90592,1036.33771,1368.42458,33.92911,63.20954,475.11952,854.77369,782.50363,1023.93421,1361.32007,894.54277,915.68921,1513.82193,130.24967,426.61360,417.75193,124.61780,418.48052,414.71475,254.42061,334.92385,249.21269,338.69097,121.96048,463.73420,299.47531,91.07716,29.36245,80.70161,166.55176,80.05438,66.26234,114.55250,82.52654,104.36595,84.95747,29.86472,82.47932,38.70085,
167,2.78890,93.63540,225.85792,424.69320,837.22335,805.54655,1038.37931,1370.77268,33.91294,62.91478,474.36124,856.56164,784.39990,1025.73985,1363.73302,898.18040,917.07733,1514.90726,132.23643,424.50288,421.99283,123.19809,419.66911,413.48502,254.16790,335.42996,249.41646,339.12184,123.02059,463.48604,298.97245,90.84252,27.92658,77.83345,166.55657,78.87893,67.56016,113.65205,82.27394,104.63039,85.31306,29.58082,82.58761,38.39504,
168,2.80560,102.83908,234.30515,428.95612,839.75689,806.30341,1040.79493,1373.01539,34.04065,62.55833,473.41450,858.60374,786.80291,1028.27478,1366.93140,901.88693,918.76106,1515.84526,131.54768,425.94795,424.58268,123.94369,419.59222,412.63679,254.00607,335.32499,249.88569,339.63490,123.13427,463.37926,298.30179,92.02978,27.18907,75.35185,166.15573,77.53175,68.97541,112.61429,82.18676,104.92015,85.63911,29.76888,82.71471,37.99389,
169,2.82230,109.14458,241.04631,433.82059,841.88199,807.12270,1043.18334,1374.84074,34.12188,63.70214,471.95124,858.02722,789.72474,1030.56448,1369.66886,905.51602,920.34375,1516.61235,132.46783,424.95776,426.28828,125.66175,418.57123,409.76964,254.04752,334.87470,249.71135,339.91989,123.56816,462.99373,297.75592,95.30982,26.97343,73.17532,165.49307,76.10922,70.41149,111.69860,82.04077,105.32810,86.01923,30.63588,82.77155,37.60252,
170,2.83900,112.67626,238.84979,439.22083,843.70389,808.38357,1045.19021,1376.23582,33.93362,65.60378,470.08024,858.09316,792.76032,1032.76329,1371.75486,909.05343,921.42302,1517.29862,127.63611,425.61141,427.89659,126.29674,417.61881,408.06602,253.75900,334.51567,249.52369,339.62707,123.78776,462.42563,297.78943,98.69267,28.08156,70.94926,164.88975,74.90095,71.95394,111.07046,81.72951,105.88803,86.48320,31.31197,82.76740,37.24561,
171,2.85570,109.70620,234.64354,444.88430,845.51894,809.62119,1046.81250,1377.89578,33.77774,66.86047,468.78215,859.25599,795.86663,1035.33450,1373.79808,912.11876,922.16818,1517.73027,127.78205,425.80191,429.74959,125.29939,417.16811,406.98508,253.43641,334.98043,249.81373,338.93088,123.37954,462.37396,297.92505,102.12251,29.58369,68.77961,164.26986,74.00180,73.61409,110.63485,81.24118,106.55667,86.97965,31.65418,82.76504,36.82794,
172,2.87240,104.84743,228.20173,450.76748,847.28789,810.49655,1048.03128,1379.69492,33.78952,67.75157,467.94338,860.80035,799.14563,1037.58604,1375.88966,914.59524,922.59907,1518.01556,128.41577,425.00541,431.58057,123.42050,417.44760,405.97871,253.11577,336.10885,249.68156,338.61629,122.35255,462.84967,297.45744,106.14958,31.57516,66.73730,163.87358,73.30380,75.38331,110.21734,80.66078,107.26752,87.52624,31.83922,82.78450,36.39405,
173,2.88910,98.12278,214.89625,457.15871,854.48871,811.20483,1048.59429,1380.66427,33.78126,68.07483,466.91766,862.43269,802.14968,1039.45777,1377.79740,916.64836,922.76618,1518.24113,125.49653,426.46274,424.07889,122.19959,416.95453,404.62259,252.38167,337.15888,249.50508,338.51536,102.54410,463.17946,297.34343,111.49729,34.61155,69.53234,163.17986,72.54306,77.81036,109.85702,80.02226,107.99844,88.14229,36.66991,82.78572,36.04750,
174,2.90580,91.06375,199.28055,463.44093,857.13183,811.93238,1049.03883,1381.05459,33.45974,69.14640,465.63023,862.94569,804.90672,1041.56817,1379.28230,918.44612,922.75853,1518.31507,122.42651,427.32387,425.01549,123.05324,416.17922,403.98736,251.16280,337.79807,249.91109,337.79293,101.48295,463.23176,297.77164,117.88758,38.17794,67.85607,162.37646,71.59401,79.56223,109.26857,79.37321,108.74989,88.75091,36.63528,82.77652,35.77766,
175,2.92250,82.35133,181.39614,469.28016,858.88928,812.77763,1049.95049,1381.56200,33.13210,70.72020,464.48827,863.39847,807.65433,1043.26378,1380.45580,920.00411,922.50842,1518.21658,120.95880,428.68263,425.11421,122.90513,415.95168,403.79503,249.75877,337.97680,250.06067,337.21411,101.25109,463.40646,298.02926,125.03918,42.18173,66.40833,161.83550,70.88368,81.06835,108.27601,78.85229,109.58321,89.33272,36.41502,82.78954,35.52345,
176,2.93920,70.48952,162.48804,474.21974,859.38609,812.51060,1050.71683,1381.83512,33.13493,71.45210,464.71981,863.63656,810.29476,1044.13725,1381.51770,920.89237,921.99597,1517.90118,121.55087,429.75221,424.13487,124.11324,416.11386,402.41222,249.69911,337.98532,249.63291,337.38069,101.00739,463.86173,298.14357,130.81712,46.49406,65.23869,160.84817,69.92763,82.43196,107.46055,78.42042,110.49703,89.91950,36.39046,82.81710,35.26172,
177,2.95590,60.90282,143.78281,479.03723,860.34132,810.62722,1050.91666,1381.75071,33.11666,73.85816,462.87141,863.25301,812.82469,1045.05700,1382.16010,921.20110,921.27336,1517.42206,119.40160,428.89029,423.27983,125.08899,414.96086,402.75077,250.94693,338.22947,249.29691,337.11670,100.56891,464.30932,298.30859,136.04793,51.40787,64.25934,160.05720,68.86985,83.77142,106.76753,77.98639,111.33132,89.47380,36.22602,82.85858,35.03191,
